"Prévia da população calculada com base nos resultados do Censo","","","",""
"Demográfico 2022 até 25 de dezembro de 2022","","","",""
"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO"
"SP","35","00105","Adamantina","34.357"
"SP","35","00204","Adolfo","4.339"
"SP","35","00303","Aguaí","31.561"
"SP","35","00402","Águas da Prata","7.075"
"SP","35","00501","Águas de Lindóia","18.859"
"SP","35","00550","Águas de Santa Bárbara","7.118"
"SP","35","00600","Águas de São Pedro","3.097"
"SP","35","00709","Agudos","37.525"
"SP","35","00758","Alambari","6.086"
"SP","35","00808","Alfredo Marcondes","4.458"
"SP","35","00907","Altair","3.383"
"SP","35","01004","Altinópolis","16.845"
"SP","35","01103","Alto Alegre","3.837"
"SP","35","01152","Alumínio","17.170"
"SP","35","01202","Álvares Florence","3.881"
"SP","35","01301","Álvares Machado","27.361"
"SP","35","01400","Álvaro de Carvalho","4.716"
"SP","35","01509","Alvinlândia","2.893"
"SP","35","01608","Americana","243.674"
"SP","35","01707","Américo Brasiliense","31.996"
"SP","35","01806","Américo de Campos","5.790"
"SP","35","01905","Amparo","69.952"
"SP","35","02002","Analândia","4.577"
"SP","35","02101","Andradina","59.464"
"SP","35","02200","Angatuba","23.928"
"SP","35","02309","Anhembi","5.659"
"SP","35","02408","Anhumas","4.005"
"SP","35","02507","Aparecida","32.927"
"SP","35","02606","Aparecida d'Oeste","4.030"
"SP","35","02705","Apiaí","24.978"
"SP","35","02754","Araçariguama","22.673"
"SP","35","02804","Araçatuba","213.929"
"SP","35","02903","Araçoiaba da Serra","32.922"
"SP","35","03000","Aramina","5.419"
"SP","35","03109","Arandu","6.654"
"SP","35","03158","Arapeí","2.469"
"SP","35","03208","Araraquara","250.304"
"SP","35","03307","Araras","131.300"
"SP","35","03356","Arco-Íris","2.044"
"SP","35","03406","Arealva","8.079"
"SP","35","03505","Areias","3.616"
"SP","35","03604","Areiópolis","9.805"
"SP","35","03703","Ariranha","7.595"
"SP","35","03802","Artur Nogueira","55.352"
"SP","35","03901","Arujá","97.595"
"SP","35","03950","Aspásia","1.860"
"SP","35","04008","Assis","100.447"
"SP","35","04107","Atibaia","171.672"
"SP","35","04206","Auriflama","13.432"
"SP","35","04305","Avaí","4.553"
"SP","35","04404","Avanhandava","11.257"
"SP","35","04503","Avaré","92.659"
"SP","35","04602","Bady Bassitt","26.991"
"SP","35","04701","Balbinos","3.886"
"SP","35","04800","Bálsamo","9.598"
"SP","35","04909","Bananal","9.690"
"SP","35","05005","Barão de Antonina","3.533"
"SP","35","05104","Barbosa","5.623"
"SP","35","05203","Bariri","31.584"
"SP","35","05302","Barra Bonita","34.430"
"SP","35","05351","Barra do Chapéu","5.135"
"SP","35","05401","Barra do Turvo","7.318"
"SP","35","05500","Barretos","119.427"
"SP","35","05609","Barrinha","32.465"
